code,occupation_primary,industry,state,state_name,rate,rate_type,effective_date,rating_authority,is_top_50_code,state_is_indep_bureau,state_is_monopolistic
4206,Cement Manufacturing,manufacturing,AK,Alaska,1.87,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4207,Lime Manufacturing,manufacturing,AK,Alaska,1.11,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4239,"Printing, Commercial",manufacturing,AK,Alaska,1.13,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4240,"Printing, Newspapers/Magazines",manufacturing,AK,Alaska,1.66,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4243,Photo-Engraving,manufacturing,AK,Alaska,1.06,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4244,Electrotyping or Stereotyping,manufacturing,AK,Alaska,1.26,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4250,Ink Manufacturing,manufacturing,AK,Alaska,0.96,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4251,Paper Coating or Finishing,manufacturing,AK,Alaska,1.67,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4263,Paper Box Manufacturing,manufacturing,AK,Alaska,2.31,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4273,Stationery Manufacturing,manufacturing,AK,Alaska,1.21,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4279,Envelope Manufacturing,manufacturing,AK,Alaska,1.39,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4283,Pulp Manufacturing,manufacturing,AK,Alaska,1.01,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4299,"Engraving, N.O.C.",manufacturing,AK,Alaska,0.9,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4304,Type Manufacturing,manufacturing,AK,Alaska,2.35,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4307,Show Card or Sign Painting,services,AK,Alaska,0.89,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4351,Film Manufacturing,manufacturing,AK,Alaska,0.67,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4352,Photographic Supplies Manufacturing,manufacturing,AK,Alaska,0.96,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4360,Sound Recording,services,AK,Alaska,0.29,pure_premium,2024-01-01,National Council on Compensation,False,False,False
4361,Video Production,services,AK,Alaska,0.67,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4410,Rubber Goods Manufacturing,manufacturing,AK,Alaska,1.4,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4420,Linoleum or Oilcloth Manufacturing,manufacturing,AK,Alaska,1.58,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4431,Leather Goods Manufacturing,manufacturing,AK,Alaska,0.81,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4432,Shoe Manufacturing,manufacturing,AK,Alaska,0.77,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4452,Fur Goods Manufacturing,manufacturing,AK,Alaska,1.42,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4459,Hat Manufacturing,manufacturing,AK,Alaska,1.39,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4470,Textile Weaving Mills,manufacturing,AK,Alaska,1.14,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4484,Carpet or Rug Manufacturing,manufacturing,AK,Alaska,1.15,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4493,Mattress Manufacturing,manufacturing,AK,Alaska,1.24,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4511,Drug Manufacturing,manufacturing,AK,Alaska,0.31,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4557,Soap Manufacturing,manufacturing,AK,Alaska,1.15,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4558,Cosmetics Manufacturing,manufacturing,AK,Alaska,0.86,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4568,X-Ray Film Manufacturing,manufacturing,AK,Alaska,1.37,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4581,Paint Manufacturing,manufacturing,AK,Alaska,0.59,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4583,Pharmaceutical Manufacturing,manufacturing,AK,Alaska,1.98,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4611,Explosives Manufacturing,manufacturing,AK,Alaska,0.52,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4635,Asphalt Refining,manufacturing,AK,Alaska,1.25,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4653,Rubber Goods Manufacturing,manufacturing,AK,Alaska,1.15,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4665,Tire Manufacturing,manufacturing,AK,Alaska,4.3,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4670,Plastic Goods Manufacturing,manufacturing,AK,Alaska,1.84,pure_premium,2024-01-01,National Council on Compensation,False,False,False
4683,Floor Covering Manufacturing,manufacturing,AK,Alaska,2.46,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4686,Carbon Products Manufacturing,manufacturing,AK,Alaska,1.26,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4692,Storage Battery Manufacturing,manufacturing,AK,Alaska,0.37,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4693,Battery Manufacturing,manufacturing,AK,Alaska,0.51,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4703,Match Manufacturing,manufacturing,AK,Alaska,0.84,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4717,Abrasive Products Manufacturing,manufacturing,AK,Alaska,1.31,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4720,Carbon Paper Manufacturing,manufacturing,AK,Alaska,1.06,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4740,Flat Glass Manufacturing,manufacturing,AK,Alaska,0.41,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4741,Specialty Glass Manufacturing,manufacturing,AK,Alaska,1.44,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4751,Electric Light & Power,services,AK,Alaska,1.46,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4771,Waterworks Company,services,AK,Alaska,1.23,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4771 N,Waterworks Company,services,AK,Alaska,1.23,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4777,Gas Company,services,AK,Alaska,2.23,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4825,Oil & Gas Well Drilling,mining,AK,Alaska,0.39,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4828,Oil & Gas Pipeline Construction,construction,AK,Alaska,0.92,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4829,Oil & Gas Pipeline Operation,transportation,AK,Alaska,0.58,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4902,Waterproofing Contractor,construction,AK,Alaska,1.21,loss_cost,2024-01-01,National Council on Compensation,False,False,False
4923,Asbestos Abatement,services,AK,Alaska,0.64,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5020,Concrete Construction,construction,AK,Alaska,2.94,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5022,Masonry,construction,AK,Alaska,3.82,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5037,Interior Painting,construction,AK,Alaska,5.27,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5040,Iron & Steel Erection,construction,AK,Alaska,3.59,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5057,Steel Frame Erection,construction,AK,Alaska,1.9,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5059,Building Steel Erection,construction,AK,Alaska,9.71,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5102,Exterior Tile & Stone Work,construction,AK,Alaska,3.56,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5146,Scaffolding Erection or Dismantling,construction,AK,Alaska,3.29,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5160,Elevator Erection or Repair,construction,AK,Alaska,1.03,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5183,Plumbing,construction,AK,Alaska,1.7,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5188,Automatic Sprinkler Installation - Shop & Outside,construction,AK,Alaska,1.85,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5190,Electrical Wiring,construction,AK,Alaska,1.4,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5191,Plumbing - Commercial/Industrial,construction,AK,Alaska,0.67,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5192,Plumbing - Residential/Domestic,construction,AK,Alaska,1.58,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5213,Concrete Work - Foundations,construction,AK,Alaska,4.75,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5215,Concrete Construction,construction,AK,Alaska,3.01,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5221,Masonry,construction,AK,Alaska,2.62,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5222,Concrete/Cement Work - Sidewalks/Driveways,construction,AK,Alaska,3.7,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5223,Concrete/Cement Work - Bridges/Dams,construction,AK,Alaska,2.72,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5348,"Tile, Stone, Marble, Terrazzo - Inside",construction,AK,Alaska,2.03,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5402,Carpentry - Residential,construction,AK,Alaska,3.55,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5403,Carpentry,construction,AK,Alaska,3.19,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5437,Carpentry — installation of wood interior trim,construction,AK,Alaska,3.29,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5443,Plastering or Stucco Work,construction,AK,Alaska,1.85,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5445,Wallboard Installation,construction,AK,Alaska,3.21,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5462,Glaziers,construction,AK,Alaska,3.99,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5472,Asbestos Removal,construction,AK,Alaska,4.74,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5473,Asbestos Abatement,construction,AK,Alaska,4.72,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5474,Painting,construction,AK,Alaska,2.98,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5478,Floor Covering Installation,construction,AK,Alaska,2.24,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5479,Waterproofing - Buildings,construction,AK,Alaska,3.19,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5480,HVAC Installation,construction,AK,Alaska,3.18,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5491,Masonry,construction,AK,Alaska,1.67,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5509,Street/Road Grading & Excavation,construction,AK,Alaska,2.02,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5516,Culvert/Sewer Construction,construction,AK,Alaska,2.65,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5535,Building Raising/Moving,construction,AK,Alaska,3.99,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5537,Interior Building Wrecking,construction,AK,Alaska,2.08,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5551,Roofing - All Kinds - NOC,construction,AK,Alaska,7.89,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5606,Construction Supervisor,construction,AK,Alaska,0.49,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5610,Residential Building Construction,construction,AK,Alaska,2.85,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5645,Carpentry — Detached one and two family dwellings,construction,AK,Alaska,4.93,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5703,Building raising,construction,AK,Alaska,32.26,loss_cost,2024-01-01,National Council on Compensation,True,False,False
5705,Construction Project Manager,construction,AK,Alaska,8.54,loss_cost,2024-01-01,National Council on Compensation,False,False,False
5951,Interior Trim Installation,construction,AK,Alaska,0.3,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6003,Concrete Construction Work,construction,AK,Alaska,4.22,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6005,Building Excavation,construction,AK,Alaska,1.89,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6018,Concrete Construction - Buildings,construction,AK,Alaska,1.68,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6045,Pile Driving,construction,AK,Alaska,2.89,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6204,Excavation,construction,AK,Alaska,3.61,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6206,Caisson Work,construction,AK,Alaska,0.75,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6213,Land Grading,construction,AK,Alaska,1.17,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6214,Dredging,construction,AK,Alaska,1.07,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6216,Irrigation/Drainage Construction,construction,AK,Alaska,1.58,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6217,Excavation,construction,AK,Alaska,2.41,loss_cost,2024-01-01,National Council on Compensation,True,False,False
6229,Sewer Construction,construction,AK,Alaska,2.61,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6233,Oil/Gas Pipeline Construction,construction,AK,Alaska,0.95,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6235,Conduit Construction,construction,AK,Alaska,1.78,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6236,Water Main Construction,construction,AK,Alaska,3.1,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6237,Road/Street Construction,construction,AK,Alaska,0.66,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6251,Tunneling,construction,AK,Alaska,2.26,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6251 D,Tunneling,construction,AK,Alaska,2.26,loss_cost,2024-01-01,National Council on Compensation,False,False,False
6252,Shaft Sinking,construction,AK,Alaska,1.94,loss_cost,2024-01-01,National Council on Compensation,False,False,False
